      price  quantity  type
2  38588000    0.0983     1
3  38589000    0.0631     1
4  38590000    0.0094     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0162     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0631     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0162     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0631     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0733     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38584000    0.0079     1
1  38586000    0.0001     1
2  38587000    0.0897     1
3  38588000    0.0983     1
4  38589000    0.0750     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38584000    0.0079     1
1  38586000    0.0001     1
2  38587000    0.0897     1
3  38588000    0.0983     1
4  38589000    0.0750     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38586000    0.0001     1
1  38587000    0.0897     1
2  38588000    0.0983     1
3  38589000    0.0750     1
4  38590000    0.0149     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.0927     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38587000    0.0733     1
1  38589000    0.0750     1
2  38590000    0.0055     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.1004     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38587000    0.0733     1
1  38589000    0.0750     1
2  38590000    0.0055     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.1004     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38587000    0.0733     1
1  38589000    0.0750     1
2  38590000    0.0055     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38574000    0.0500     0
1  38572000    0.1486     0
2  38570000    0.1004     0
3  38568000    0.1043     0
4  38567000    0.1145     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0055     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0877     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38587000    0.0489     1
1  38589000    0.0750     1
2  38590000    0.0344     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38575000    0.0677     0
1  38574000    0.0500     0
2  38572000    0.1486     0
3  38570000    0.1004     0
4  38568000    0.1043     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38589000    0.0750     1
3  38590000    0.1204     1
4  38592000    0.0563     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.1486     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.1408     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0159     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0154     1
1  38587000    0.0489     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0065     1
1  38587000    0.0582     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0065     1
1  38587000    0.0582     1
2  38590000    0.0915     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0056     1
1  38587000    0.0489     1
2  38590000    0.1298     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0056     1
1  38587000    0.0489     1
2  38590000    0.1298     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0001     1
1  38587000    0.0489     1
2  38590000    0.1298     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0001     1
1  38587000    0.0489     1
2  38590000    0.1298     1
3  38592000    0.0563     1
4  38593000    0.2018     1


      price  quantity  type
0  38576000    0.0813     0
1  38575000    0.0677     0
2  38574000    0.0500     0
3  38573000    0.0478     0
4  38572000    0.0877     0
0  38586000    0.0001     1
1  38587000    0.0489     1
